BE,DE,DK1,DK2,FI,FR,NL,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
37799.0,217543.0,1891.0,1181.0,7873.0,47978.0,39898.0,2851.0,3397.0,2247.0,1903.0,1891.0,16774.0,953.0,1679.0,8273.0,2114.0,71951.0
35067.0,201006.0,1751.0,1087.0,7513.0,44276.0,36557.0,2629.0,3260.0,2189.0,1868.0,1830.0,15681.0,921.0,1490.0,7878.0,1934.0,65559.0
33371.0,190840.0,1685.0,1041.0,7250.0,41311.0,33799.0,2473.0,3200.0,2140.0,1768.0,1723.0,14955.0,896.0,1572.0,7706.0,1886.0,58171.0
32464.0,186923.0,1654.0,1004.0,6958.0,39804.0,32563.0,2415.0,3185.0,2078.0,1770.0,1682.0,14673.0,881.0,1545.0,7638.0,1884.0,52960.0
32313.0,187725.0,1661.0,1005.0,6977.0,37518.0,31996.0,2357.0,3159.0,2074.0,1765.0,1677.0,14527.0,878.0,1484.0,7354.0,1877.0,63747.0
32748.0,191281.0,1655.0,998.0,7214.0,36922.0,32031.0,2350.0,3179.0,2119.0,1768.0,1670.0,14014.0,859.0,1494.0,7257.0,1839.0,49012.0
33361.0,203170.0,1763.0,1066.0,7979.0,38050.0,32282.0,2470.0,3213.0,2150.0,1818.0,1744.0,14319.0,922.0,1483.0,7802.0,1982.0,48388.0
36687.0,240339.0,2138.0,1278.0,8525.0,41460.0,36783.0,2906.0,3443.0,2279.0,1901.0,1946.0,16607.0,1003.0,1627.0,8635.0,2353.0,48142.0
40674.0,269408.0,2523.0,1508.0,8850.0,46780.0,43863.0,3393.0,3895.0,2513.0,1982.0,2097.0,18745.0,1022.0,1734.0,9466.0,2646.0,55092.0
43145.0,283423.0,2713.0,1613.0,8995.0,50090.0,49432.0,3473.0,3953.0,2571.0,2034.0,2172.0,19693.0,1031.0,1711.0,9718.0,2754.0,68310.0
43991.0,286981.0,2651.0,1651.0,8988.0,52004.0,52121.0,3439.0,3873.0,2524.0,2024.0,2128.0,20041.0,1064.0,1760.0,9408.0,2773.0,77764.0
44574.0,294773.0,2722.0,1693.0,8994.0,52745.0,52854.0,3396.0,3855.0,2494.0,2068.0,2097.0,20100.0,1037.0,1877.0,9786.0,2870.0,79774.0
45238.0,302805.0,2739.0,1705.0,9122.0,53695.0,52916.0,3375.0,3802.0,2434.0,1996.0,2081.0,20484.0,1004.0,1824.0,10071.0,2886.0,81452.0
44182.0,298375.0,2647.0,1699.0,9006.0,54121.0,51794.0,3383.0,3802.0,2417.0,2077.0,2283.0,20427.0,994.0,1794.0,10172.0,2844.0,83090.0
44405.0,293196.0,2655.0,1700.0,8944.0,53433.0,51538.0,3390.0,3745.0,2439.0,2073.0,2097.0,20458.0,1118.0,1868.0,10193.0,2846.0,81210.0
44192.0,287185.0,2610.0,1682.0,8875.0,53114.0,51002.0,3350.0,3841.0,2441.0,2086.0,2011.0,20249.0,1112.0,1990.0,9973.0,2792.0,83593.0
43649.0,281677.0,2462.0,1635.0,8694.0,51398.0,51259.0,3294.0,3749.0,2405.0,2054.0,1981.0,20030.0,1100.0,1915.0,9849.0,2736.0,80832.0
43022.0,275097.0,2398.0,1617.0,8624.0,49923.0,51486.0,3263.0,3702.0,2360.0,1981.0,1964.0,19716.0,1128.0,1855.0,9698.0,2661.0,82359.0
42944.0,274713.0,2500.0,1676.0,8371.0,49014.0,51448.0,3229.0,3664.0,2360.0,1985.0,2000.0,19427.0,989.0,1901.0,9629.0,2603.0,84081.0
42347.0,272613.0,2421.0,1634.0,8443.0,49264.0,48749.0,3131.0,3599.0,2345.0,1944.0,1976.0,19176.0,1022.0,1797.0,9477.0,2561.0,86504.0
41149.0,268488.0,2281.0,1548.0,8586.0,49266.0,47085.0,3097.0,3558.0,2322.0,1936.0,1951.0,19322.0,1009.0,1762.0,9252.0,2478.0,83250.0
39879.0,256051.0,2159.0,1461.0,8233.0,46512.0,45210.0,3091.0,3523.0,2310.0,1974.0,1938.0,19408.0,1026.0,1747.0,9071.0,2431.0,80918.0
38407.0,245427.0,2048.0,1370.0,8183.0,44572.0,43265.0,3034.0,3509.0,2284.0,2005.0,1894.0,19381.0,966.0,1803.0,8814.0,2390.0,77871.0
39668.0,235814.0,1990.0,1319.0,8035.0,47073.0,42956.0,2933.0,3481.0,2243.0,1984.0,1892.0,18431.0,927.0,1783.0,8603.0,2329.0,74682.0
38251.0,215363.0,1859.0,1203.0,7573.0,48200.0,41069.0,2826.0,3410.0,2182.0,1915.0,1856.0,16918.0,861.0,1769.0,8301.0,2164.0,72266.0
35572.0,201628.0,1715.0,1108.0,7267.0,44107.0,36847.0,2573.0,3246.0,2120.0,1849.0,1771.0,15648.0,822.0,1670.0,7809.0,2034.0,65755.0
34124.0,193156.0,1647.0,1048.0,6915.0,41078.0,34115.0,2483.0,3154.0,2078.0,1855.0,1743.0,15026.0,876.0,1646.0,7648.0,1943.0,59301.0
33217.0,188333.0,1614.0,1014.0,6684.0,39631.0,32742.0,2399.0,3135.0,2099.0,1833.0,1721.0,14672.0,869.0,1693.0,7563.0,1913.0,54177.0
32675.0,187839.0,1624.0,1025.0,6660.0,37178.0,32092.0,2364.0,3204.0,2060.0,1834.0,1730.0,14514.0,875.0,1732.0,7778.0,1967.0,52637.0
33102.0,192803.0,1617.0,1014.0,6829.0,36554.0,32007.0,2334.0,3235.0,2054.0,1831.0,1734.0,14002.0,929.0,1780.0,7892.0,1947.0,50212.0
33476.0,205937.0,1732.0,1083.0,7689.0,37854.0,32366.0,2447.0,3206.0,2038.0,1865.0,1776.0,14352.0,970.0,1973.0,7775.0,2077.0,48174.0
36387.0,241586.0,2102.0,1291.0,8224.0,41322.0,36714.0,2909.0,3497.0,2191.0,1954.0,1887.0,16725.0,1013.0,2046.0,8767.0,2423.0,48274.0
40203.0,270512.0,2497.0,1506.0,8456.0,46296.0,43830.0,3386.0,3740.0,2367.0,2132.0,2074.0,18800.0,1129.0,2200.0,9585.0,2692.0,56572.0
42887.0,284815.0,2647.0,1603.0,8564.0,49652.0,49353.0,3545.0,3917.0,2465.0,2254.0,2120.0,19776.0,1139.0,2091.0,9733.0,2820.0,68403.0
44243.0,287972.0,2612.0,1646.0,8589.0,51573.0,51780.0,3580.0,3978.0,2451.0,2078.0,2157.0,20117.0,1040.0,2055.0,9973.0,2843.0,78461.0
44833.0,293684.0,2758.0,1673.0,8569.0,52328.0,52245.0,3609.0,3978.0,2452.0,2153.0,2146.0,20208.0,1126.0,2027.0,10138.0,2903.0,81117.0
45339.0,298050.0,2766.0,1663.0,8584.0,53125.0,52513.0,3631.0,3960.0,2514.0,2143.0,2078.0,20562.0,1083.0,2072.0,10217.0,2884.0,83608.0
44670.0,294726.0,2701.0,1647.0,8539.0,53928.0,51936.0,3704.0,3971.0,2499.0,1984.0,2186.0,20572.0,923.0,2021.0,10201.0,2820.0,83854.0
44310.0,295914.0,2731.0,1646.0,8482.0,53112.0,52354.0,3701.0,3925.0,2482.0,2010.0,2265.0,20577.0,1030.0,2033.0,10227.0,2722.0,83425.0
44046.0,290621.0,2701.0,1656.0,8418.0,52783.0,52437.0,3704.0,3928.0,2497.0,2077.0,2157.0,20211.0,929.0,1946.0,10393.0,2606.0,83153.0
43637.0,285962.0,2604.0,1626.0,8258.0,51207.0,52445.0,3698.0,3964.0,2430.0,2059.0,2091.0,20162.0,884.0,1929.0,10274.0,2611.0,81861.0
43227.0,280821.0,2590.0,1634.0,8168.0,50033.0,52632.0,3834.0,3858.0,2424.0,2071.0,2054.0,19851.0,1012.0,1846.0,10037.0,2653.0,81415.0
43331.0,278934.0,2671.0,1740.0,8144.0,49183.0,52738.0,3720.0,3762.0,2369.0,2066.0,2051.0,19465.0,914.0,1721.0,10027.0,2705.0,83632.0
42817.0,275730.0,2553.0,1685.0,8143.0,49477.0,49873.0,3553.0,3746.0,2266.0,2029.0,2034.0,19243.0,941.0,1648.0,9895.0,2606.0,84624.0
40867.0,271557.0,2408.0,1593.0,8125.0,49328.0,48465.0,3461.0,3619.0,2252.0,1959.0,2014.0,19383.0,879.0,1842.0,9776.0,2598.0,83167.0
39421.0,259912.0,2259.0,1473.0,7794.0,46845.0,46837.0,3359.0,3622.0,2251.0,1934.0,2005.0,19436.0,904.0,1822.0,9615.0,2526.0,80614.0
38352.0,249531.0,2143.0,1390.0,7788.0,45216.0,45562.0,3299.0,3595.0,2179.0,1967.0,1988.0,19436.0,964.0,1721.0,9336.0,2458.0,78128.0
39323.0,239976.0,2050.0,1321.0,7754.0,47739.0,44628.0,3209.0,3497.0,2201.0,1950.0,1928.0,18463.0,913.0,1641.0,8976.0,2352.0,75162.0
37579.0,219849.0,1887.0,1208.0,7373.0,48862.0,41976.0,3030.0,3451.0,2145.0,1927.0,1855.0,16983.0,937.0,1658.0,8368.0,2144.0,72668.0
34802.0,208215.0,1745.0,1098.0,6970.0,44926.0,38062.0,2747.0,3274.0,2046.0,1895.0,1795.0,15684.0,933.0,1643.0,7895.0,2094.0,66291.0
33365.0,197954.0,1680.0,1051.0,6766.0,41894.0,35317.0,2593.0,3198.0,2002.0,1880.0,1773.0,14947.0,897.0,1695.0,7694.0,2121.0,58245.0
32539.0,193884.0,1660.0,1002.0,6565.0,40330.0,34086.0,2534.0,3108.0,1984.0,1845.0,1755.0,14504.0,858.0,1734.0,7649.0,2103.0,52006.0
32315.0,193667.0,1656.0,1002.0,6495.0,37937.0,33380.0,2504.0,3109.0,1963.0,1843.0,1748.0,14436.0,872.0,1697.0,7540.0,2081.0,50623.0
32803.0,198917.0,1665.0,1003.0,6713.0,37178.0,33008.0,2464.0,3077.0,1968.0,1851.0,1749.0,14070.0,871.0,1634.0,7442.0,2027.0,49382.0
33431.0,212592.0,1768.0,1065.0,7425.0,38447.0,33230.0,2565.0,3083.0,1986.0,1838.0,1776.0,14441.0,884.0,1608.0,7762.0,2076.0,48753.0
36614.0,246819.0,2125.0,1282.0,8077.0,41886.0,37252.0,3035.0,3384.0,2185.0,1913.0,1966.0,16881.0,843.0,1767.0,8865.0,2418.0,48236.0
40547.0,278289.0,2507.0,1523.0,8398.0,46999.0,44417.0,3578.0,3771.0,2375.0,1964.0,2036.0,18850.0,804.0,1945.0,9833.0,2855.0,55425.0
42775.0,294349.0,2684.0,1615.0,8541.0,50269.0,49884.0,3714.0,3834.0,2450.0,2072.0,2127.0,19842.0,1125.0,2066.0,10248.0,3035.0,68851.0
44492.0,297543.0,2692.0,1658.0,8586.0,52247.0,52222.0,3689.0,3819.0,2386.0,2058.0,2102.0,20355.0,970.0,1997.0,10373.0,3004.0,78190.0
44804.0,302899.0,2750.0,1718.0,8613.0,53145.0,52750.0,3658.0,3840.0,2402.0,2034.0,2124.0,20324.0,986.0,2059.0,10251.0,3055.0,80482.0
45670.0,309120.0,2749.0,1697.0,8568.0,53911.0,53045.0,3604.0,3832.0,2340.0,2023.0,2112.0,20691.0,1004.0,2067.0,10239.0,3060.0,82617.0
44687.0,304801.0,2697.0,1673.0,8450.0,54660.0,52483.0,3600.0,3762.0,2388.0,2025.0,2104.0,20828.0,1046.0,2000.0,10190.0,3008.0,83391.0
44199.0,301748.0,2689.0,1662.0,8255.0,53997.0,52368.0,3554.0,3722.0,2342.0,1968.0,2079.0,20808.0,1011.0,2002.0,9969.0,2918.0,85204.0
43581.0,295198.0,2627.0,1621.0,8180.0,53609.0,51965.0,3544.0,3743.0,2349.0,1976.0,2116.0,20538.0,957.0,1935.0,9842.0,2824.0,84048.0
43248.0,289359.0,2503.0,1569.0,8050.0,52005.0,51586.0,3495.0,3673.0,2330.0,1964.0,2039.0,20322.0,1011.0,1958.0,9667.0,2753.0,83315.0
42536.0,285496.0,2448.0,1549.0,7980.0,50756.0,51475.0,3444.0,3634.0,2299.0,1968.0,2003.0,20094.0,934.0,1890.0,9534.0,2679.0,82418.0
42316.0,283384.0,2559.0,1617.0,7957.0,49920.0,51493.0,3448.0,3607.0,2297.0,1981.0,2000.0,19770.0,1018.0,1910.0,9582.0,2697.0,84044.0
41704.0,281027.0,2463.0,1583.0,8014.0,50110.0,49085.0,3339.0,3547.0,2242.0,1912.0,2010.0,19632.0,1028.0,1874.0,9502.0,2707.0,84672.0
40167.0,274894.0,2330.0,1533.0,8000.0,49944.0,47544.0,3275.0,3521.0,2213.0,1903.0,1940.0,19799.0,950.0,1905.0,9188.0,2573.0,83302.0
39129.0,265243.0,2249.0,1438.0,7671.0,47208.0,45876.0,3245.0,3528.0,2197.0,1842.0,1927.0,19897.0,808.0,1848.0,8875.0,2500.0,80568.0
37959.0,252354.0,2157.0,1370.0,7695.0,45478.0,44334.0,3198.0,3459.0,2208.0,1910.0,1945.0,19698.0,883.0,1804.0,8493.0,2416.0,76953.0
39072.0,242186.0,2070.0,1318.0,7587.0,47693.0,43105.0,3090.0,3371.0,2163.0,1930.0,1942.0,18581.0,897.0,1731.0,8137.0,2303.0,73732.0
37718.0,222308.0,1971.0,1241.0,7215.0,48724.0,40648.0,2922.0,3335.0,2069.0,1857.0,1869.0,17195.0,918.0,1618.0,7740.0,2121.0,71421.0
35166.0,205772.0,1836.0,1143.0,6776.0,44820.0,36046.0,2659.0,3283.0,2019.0,1815.0,1778.0,16012.0,860.0,1642.0,7177.0,1899.0,65506.0
33749.0,196534.0,1747.0,1086.0,nan,41852.0,33497.0,2522.0,3157.0,2016.0,1778.0,1757.0,15355.0,854.0,1678.0,6821.0,1847.0,58014.0
32761.0,191647.0,1680.0,1020.0,nan,40265.0,32274.0,2447.0,3034.0,1986.0,1748.0,1746.0,14871.0,891.0,1521.0,6649.0,1782.0,51473.0
32360.0,192715.0,1664.0,1007.0,nan,37991.0,31637.0,2414.0,3029.0,1961.0,1728.0,1732.0,14761.0,874.0,1511.0,6440.0,1760.0,50197.0
32528.0,196666.0,1661.0,1003.0,nan,37277.0,31569.0,2380.0,3058.0,1970.0,1742.0,1691.0,14377.0,806.0,1505.0,6281.0,1718.0,48766.0
33104.0,210822.0,1755.0,1052.0,6571.0,38392.0,32110.0,2488.0,3178.0,1995.0,1756.0,1713.0,14649.0,927.0,1532.0,6428.0,1689.0,47875.0
36176.0,247090.0,2087.0,1251.0,6861.0,41636.0,36146.0,2871.0,3430.0,2158.0,1807.0,1978.0,16851.0,945.0,1660.0,6747.0,1811.0,47573.0
39833.0,274038.0,2473.0,1505.0,7073.0,46533.0,43112.0,3367.0,3737.0,2431.0,1963.0,2179.0,18818.0,864.0,1786.0,7249.0,1982.0,54556.0
42242.0,288807.0,2616.0,1627.0,7273.0,49800.0,48846.0,3506.0,3851.0,2474.0,1950.0,2249.0,20015.0,962.0,1796.0,7764.0,2154.0,67850.0
43228.0,293364.0,2646.0,1686.0,7379.0,51753.0,51448.0,3517.0,3778.0,2466.0,1963.0,2070.0,20383.0,895.0,1750.0,8284.0,2292.0,77280.0
43802.0,299224.0,2723.0,1724.0,7501.0,52235.0,52131.0,3512.0,3804.0,2484.0,2007.0,2038.0,20480.0,921.0,1751.0,8487.0,2340.0,80163.0
44524.0,305048.0,2699.0,1737.0,7408.0,52847.0,52693.0,3417.0,3843.0,2432.0,1999.0,2036.0,20825.0,895.0,1609.0,8556.0,2329.0,80664.0
44083.0,299817.0,2585.0,1691.0,7330.0,53530.0,52105.0,3374.0,3758.0,2376.0,1985.0,2030.0,20979.0,891.0,1755.0,8508.0,2291.0,81194.0
43389.0,295509.0,2498.0,1657.0,7308.0,52117.0,51922.0,3322.0,3662.0,2352.0,1911.0,2015.0,20927.0,926.0,1731.0,8146.0,2222.0,81015.0
42877.0,287744.0,2362.0,1602.0,7410.0,51098.0,51155.0,3264.0,3737.0,2308.0,1910.0,1989.0,20622.0,896.0,1686.0,8011.0,2157.0,82480.0
41918.0,280756.0,2246.0,1567.0,7429.0,49351.0,50173.0,3211.0,3643.0,2200.0,1889.0,1945.0,20304.0,918.0,1652.0,7758.0,2142.0,78896.0
41475.0,274485.0,2245.0,1564.0,7409.0,48030.0,49620.0,3180.0,3595.0,2195.0,1873.0,1934.0,19987.0,1015.0,1664.0,7666.0,2189.0,76821.0
41529.0,272081.0,2327.0,1609.0,7370.0,47554.0,49620.0,3126.0,3594.0,2162.0,1858.0,1917.0,19680.0,985.0,1618.0,7718.0,2126.0,79676.0
40347.0,270924.0,2273.0,1601.0,7291.0,47842.0,47627.0,3052.0,3565.0,2113.0,1871.0,1879.0,19394.0,1001.0,1496.0,7654.0,2013.0,78918.0
38729.0,264409.0,2136.0,1497.0,7112.0,47146.0,45774.0,3013.0,3524.0,2109.0,1855.0,1869.0,19476.0,964.0,1483.0,7559.0,1951.0,78355.0
37689.0,250542.0,2032.0,1398.0,6957.0,45056.0,43733.0,2943.0,3424.0,2089.0,1839.0,1868.0,19290.0,857.0,1429.0,7464.0,1972.0,76755.0
37102.0,242778.0,1909.0,1335.0,7131.0,43814.0,42088.0,2875.0,3412.0,2103.0,1836.0,1810.0,19226.0,879.0,1441.0,7309.0,1977.0,74006.0
38174.0,232036.0,1853.0,1299.0,7227.0,46521.0,40860.0,2811.0,3365.0,2084.0,1796.0,1787.0,18219.0,849.0,1382.0,7339.0,2013.0,71584.0
37042.0,213001.0,1762.0,1228.0,6929.0,48179.0,38683.0,2725.0,3333.0,2061.0,1777.0,1766.0,16889.0,912.0,1298.0,7206.0,1920.0,70089.0
34149.0,195656.0,1626.0,1134.0,6697.0,44075.0,35249.0,2588.0,3207.0,2011.0,1697.0,1738.0,15806.0,875.0,1316.0,7004.0,1796.0,65004.0
32507.0,183254.0,1552.0,1052.0,6454.0,40625.0,32494.0,2467.0,3170.0,1992.0,1640.0,1725.0,15099.0,888.0,1392.0,6826.0,1769.0,58021.0
31490.0,178377.0,1497.0,1017.0,6240.0,38743.0,30881.0,2393.0,3112.0,1946.0,1644.0,1703.0,14652.0,868.0,1437.0,6633.0,1729.0,52142.0
30974.0,176619.0,1477.0,1004.0,6078.0,36164.0,30063.0,2303.0,3111.0,1912.0,1628.0,1636.0,14391.0,805.0,1451.0,6458.0,1722.0,50446.0
30599.0,176247.0,1450.0,969.0,6037.0,35024.0,29611.0,2228.0,3052.0,1922.0,1625.0,1593.0,13735.0,820.0,1363.0,6304.0,1646.0,48657.0
29868.0,177234.0,1456.0,963.0,6147.0,34812.0,28677.0,2218.0,3040.0,1890.0,1624.0,1697.0,13535.0,849.0,1395.0,6218.0,1618.0,46999.0
30393.0,187652.0,1562.0,1026.0,6241.0,35011.0,29756.0,2309.0,3063.0,1941.0,1622.0,1727.0,14575.0,854.0,1532.0,6354.0,1689.0,45553.0
32475.0,205653.0,1739.0,1139.0,6394.0,37072.0,32631.0,2427.0,3158.0,1988.0,1674.0,1751.0,15984.0,844.0,1541.0,6648.0,1819.0,49238.0
34795.0,222124.0,1928.0,1284.0,6553.0,40080.0,36659.0,2648.0,3341.0,2091.0,1758.0,1895.0,17304.0,869.0,1576.0,6796.0,1908.0,55516.0
37198.0,234669.0,2021.0,1392.0,6717.0,42893.0,40358.0,2872.0,3533.0,2169.0,1813.0,1955.0,18173.0,853.0,1588.0,6869.0,2017.0,65536.0
38009.0,241822.0,2061.0,1448.0,6790.0,44195.0,42033.0,3000.0,3563.0,2222.0,1844.0,1995.0,18521.0,872.0,1674.0,7522.0,2080.0,67249.0
39137.0,246067.0,2062.0,1466.0,6869.0,44852.0,42322.0,2964.0,3614.0,2197.0,1833.0,2044.0,18758.0,944.0,1552.0,7702.0,2082.0,73207.0
38957.0,241660.0,2007.0,1445.0,6845.0,46872.0,41840.0,2911.0,3534.0,2177.0,1823.0,1976.0,18539.0,960.0,1516.0,7567.0,2077.0,74243.0
38059.0,232968.0,1946.0,1432.0,6895.0,45483.0,40918.0,2874.0,3481.0,2102.0,1817.0,1942.0,18402.0,948.0,1409.0,7545.0,2012.0,74157.0
36944.0,223216.0,1892.0,1402.0,6844.0,44112.0,39919.0,2817.0,3431.0,2060.0,1788.0,1926.0,17727.0,926.0,1402.0,7489.0,1998.0,73679.0
36487.0,220372.0,1856.0,1382.0,6894.0,42444.0,39051.0,2778.0,3337.0,2030.0,1798.0,1925.0,17407.0,824.0,1453.0,7408.0,1992.0,70222.0
36001.0,221577.0,1858.0,1380.0,6946.0,41379.0,39131.0,2770.0,3283.0,2022.0,1777.0,1916.0,17054.0,921.0,1467.0,7391.0,2035.0,68953.0
36206.0,223659.0,1978.0,1427.0,7015.0,41108.0,40398.0,2801.0,3302.0,2063.0,1800.0,1897.0,16861.0,932.0,1491.0,7357.0,2061.0,70903.0
36543.0,222308.0,1975.0,1427.0,7046.0,41958.0,40484.0,2782.0,3359.0,2079.0,1791.0,1849.0,16740.0,942.0,1505.0,7377.0,2079.0,70910.0
36264.0,219715.0,1884.0,1386.0,7005.0,42197.0,39649.0,2744.0,3371.0,2057.0,1804.0,1821.0,16736.0,929.0,1541.0,7378.0,2052.0,72063.0
35387.0,210149.0,1786.0,1303.0,6881.0,40825.0,38691.0,2707.0,3333.0,2043.0,1811.0,1805.0,16643.0,874.0,1548.0,7286.0,2059.0,70865.0
35284.0,203545.0,1716.0,1261.0,7035.0,40299.0,37645.0,2637.0,3279.0,2023.0,1786.0,1782.0,16777.0,891.0,1586.0,7211.0,2006.0,68481.0
35696.0,200202.0,1712.0,1248.0,7019.0,43366.0,37632.0,2608.0,3289.0,1987.0,1763.0,1761.0,16332.0,884.0,1610.0,7240.0,2012.0,66669.0
34353.0,186960.0,1641.0,1226.0,6750.0,45375.0,35779.0,2585.0,3280.0,1944.0,1753.0,1763.0,15248.0,951.0,1614.0,7256.0,1909.0,65747.0
32777.0,174078.0,1516.0,1171.0,6525.0,42279.0,33812.0,2424.0,3207.0,1935.0,1711.0,1727.0,14103.0,822.0,1411.0,6758.0,1781.0,62229.0
31325.0,164046.0,1442.0,1086.0,6270.0,39294.0,31468.0,2360.0,3113.0,1907.0,1701.0,1711.0,13366.0,830.0,1371.0,6573.0,1724.0,55431.0
30188.0,158312.0,1421.0,1073.0,6062.0,37179.0,30040.0,2297.0,3071.0,1895.0,1687.0,1709.0,12928.0,818.0,1472.0,6452.0,1717.0,49596.0
29480.0,155457.0,1404.0,1068.0,5948.0,34346.0,29152.0,2232.0,3015.0,1907.0,1676.0,1698.0,12678.0,815.0,1529.0,6336.0,1696.0,47421.0
29098.0,154803.0,1375.0,1040.0,5929.0,32830.0,28665.0,2134.0,2999.0,1886.0,1668.0,1690.0,12006.0,806.0,1556.0,6164.0,1625.0,44519.0
28548.0,154835.0,1381.0,1049.0,6095.0,31961.0,27686.0,2128.0,2967.0,1893.0,1654.0,1681.0,11758.0,848.0,1579.0,6190.0,1574.0,43214.0
28932.0,159392.0,1471.0,1114.0,6201.0,31399.0,27621.0,2168.0,3064.0,1875.0,1665.0,1698.0,12403.0,901.0,1573.0,6281.0,1633.0,41489.0
30237.0,171500.0,1619.0,1205.0,6322.0,32538.0,29192.0,2239.0,3150.0,1874.0,1683.0,1710.0,13307.0,724.0,1654.0,6557.0,1765.0,42607.0
32473.0,185729.0,1791.0,1342.0,6526.0,34732.0,32127.0,2366.0,3222.0,2009.0,1694.0,1760.0,14228.0,812.0,1693.0,6917.0,1951.0,45957.0
34749.0,199448.0,1909.0,1388.0,6718.0,37545.0,35317.0,2597.0,3334.0,2018.0,1723.0,1827.0,15191.0,861.0,1742.0,7395.0,2105.0,54379.0
36043.0,210373.0,1981.0,1394.0,6871.0,39584.0,37716.0,2742.0,3395.0,2041.0,1764.0,1846.0,15926.0,842.0,1752.0,7695.0,2182.0,62063.0
37507.0,223238.0,2004.0,1415.0,6980.0,41068.0,38982.0,2789.0,3419.0,2023.0,1785.0,1863.0,16292.0,846.0,1714.0,7861.0,2216.0,67208.0
37977.0,220946.0,1982.0,1412.0,6943.0,42980.0,39918.0,2777.0,3398.0,1982.0,1780.0,1860.0,16284.0,874.0,1652.0,7854.0,2206.0,70313.0
36090.0,209767.0,1966.0,1395.0,6923.0,41487.0,39156.0,2780.0,3363.0,1944.0,1757.0,1887.0,16136.0,926.0,1644.0,7814.0,2169.0,72012.0
34796.0,203691.0,1920.0,1372.0,6933.0,39660.0,38079.0,2768.0,3343.0,1904.0,1742.0,1855.0,15777.0,845.0,1657.0,7630.0,2130.0,68973.0
34104.0,200077.0,1891.0,1350.0,6938.0,38214.0,37126.0,2780.0,3285.0,1932.0,1745.0,1822.0,15336.0,809.0,1694.0,7535.0,2127.0,66901.0
33773.0,198365.0,1920.0,1351.0,6946.0,37075.0,37439.0,2750.0,3287.0,1967.0,1766.0,1817.0,15076.0,870.0,1719.0,7631.0,2052.0,65566.0
34231.0,204559.0,2111.0,1443.0,6979.0,37405.0,39292.0,2759.0,3271.0,2007.0,1766.0,1793.0,14998.0,900.0,1795.0,7807.0,2125.0,67717.0
35014.0,211036.0,2147.0,1475.0,6981.0,38682.0,39824.0,2772.0,3317.0,2036.0,1740.0,1817.0,15166.0,886.0,1755.0,7810.0,2144.0,66755.0
35382.0,211388.0,2062.0,1424.0,6976.0,40337.0,39410.0,2815.0,3353.0,2065.0,1762.0,1811.0,15487.0,925.0,1763.0,7874.0,2151.0,68159.0
35424.0,208243.0,1988.0,1374.0,6908.0,40251.0,38802.0,2826.0,3338.0,2061.0,1822.0,1802.0,15537.0,905.0,1692.0,7841.0,2124.0,68217.0
34728.0,205964.0,1894.0,1324.0,7059.0,40363.0,38278.0,2835.0,3362.0,2036.0,1827.0,1786.0,16040.0,916.0,1654.0,7773.0,2089.0,68194.0
35259.0,209171.0,1845.0,1256.0,7066.0,43421.0,38761.0,2789.0,3319.0,1987.0,1827.0,1767.0,15957.0,898.0,1614.0,7608.0,2123.0,67611.0
34084.0,196221.0,1733.0,1163.0,6730.0,45061.0,36571.0,2646.0,3297.0,1942.0,1721.0,1745.0,14666.0,872.0,1610.0,7483.0,2062.0,65894.0
31818.0,184626.0,1649.0,1064.0,6453.0,41760.0,32373.0,2414.0,3119.0,1895.0,1729.0,1706.0,13697.0,867.0,1535.0,7118.0,1898.0,60839.0
30928.0,177731.0,1609.0,1007.0,6273.0,38934.0,30312.0,2287.0,3019.0,1879.0,1695.0,1698.0,13153.0,829.0,1507.0,6980.0,1852.0,54264.0
29689.0,173802.0,1578.0,982.0,6119.0,37340.0,29601.0,2242.0,3038.0,1850.0,1709.0,1680.0,12936.0,812.0,1468.0,6928.0,1824.0,49193.0
29882.0,174560.0,1585.0,979.0,6059.0,35264.0,29329.0,2209.0,3029.0,1792.0,1727.0,1648.0,12814.0,804.0,1503.0,6803.0,1851.0,47702.0
30137.0,181203.0,1591.0,983.0,6303.0,34932.0,29562.0,2182.0,3017.0,1811.0,1706.0,1644.0,12495.0,746.0,1509.0,6732.0,1857.0,46337.0
31757.0,196703.0,1725.0,1053.0,7111.0,36572.0,30429.0,2285.0,3025.0,1882.0,1714.0,1684.0,13079.0,916.0,1555.0,7072.0,1957.0,46084.0
35457.0,235096.0,2089.0,1246.0,7786.0,40144.0,34885.0,2707.0,3367.0,2002.0,2008.0,1813.0,15811.0,867.0,1731.0,8034.0,2267.0,46132.0
39540.0,265925.0,2448.0,1514.0,8161.0,45157.0,42388.0,3208.0,3640.0,2176.0,1932.0,1975.0,18296.0,1149.0,1913.0,9073.0,2608.0,53493.0
42470.0,280615.0,2638.0,1614.0,8369.0,48643.0,48297.0,3378.0,3731.0,2294.0,2048.0,1971.0,19571.0,1121.0,1907.0,9481.0,2731.0,67094.0
44247.0,283659.0,2688.0,1664.0,8389.0,50783.0,50858.0,3426.0,3755.0,2303.0,1970.0,1990.0,20043.0,991.0,1924.0,9680.0,2780.0,77309.0
44756.0,291951.0,2751.0,1718.0,8445.0,51914.0,51793.0,3398.0,3735.0,2365.0,1932.0,1881.0,20106.0,1067.0,1966.0,9901.0,2839.0,79897.0
